subFolder,group,plate,well,cell,QC1,QC2
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_3,Patterned,plate2,s22,Patterned_Dish2_s22_cell_3,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_4,Patterned,plate2,s22,Patterned_Dish2_s22_cell_4,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s22_cell_5,Patterned,plate2,s22,Patterned_Dish2_s22_cell_5,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_1,Patterned,plate2,s23,Patterned_Dish2_s23_cell_1,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_2,Patterned,plate2,s23,Patterned_Dish2_s23_cell_2,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s23_cell_3,Patterned,plate2,s23,Patterned_Dish2_s23_cell_3,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_1,Patterned,plate2,s24,Patterned_Dish2_s24_cell_1,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s24_cell_2,Patterned,plate2,s24,Patterned_Dish2_s24_cell_2,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_1,Patterned,plate2,s25,Patterned_Dish2_s25_cell_1,,
220221_ICells_Patterned_Dish2_s25_cell_2,Patterned,plate2,s25,Patterned_Dish2_s25_cell_2,,
220221_ICells_Patterned_Dish2_s25_cell_2,Patterned,plate2,s25,Patterned_Dish2_s25_cell_2,,
220221_ICells_Patterned_Dish2_s25_cell_2,Patterned,plate2,s25,Patterned_Dish2_s25_cell_2,,
220221_ICells_Patterned_Dish2_s25_cell_2,Patterned,plate2,s25,Patterned_Dish2_s25_cell_2,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
220221_ICells_Patterned_Dish2_s25_cell_3,Patterned,plate2,s25,Patterned_Dish2_s25_cell_3,,
